city,area,expenditures,communal_meal_parti,common_purchase_food_parti,community_workshop_parti,work_exchange_parti,fundraising_parti,communal_child_care_parti,prepare_for_fund_parti,communal_construction_parti,property_invasion_parti,security_committee_parti,election_champaign_parti,denomination,religiousness,bins,n_bins,binnr,score2_1,score2_2,score2_1sq,score2_2sq,score2_1cu,score2_2cu,moremoneyold,moremoneynew,winnersvsalwayslosers,losersvsalwayswinners,group,householdsize,ageresponder,schooling_resp,protestant,attendance,attendpermonth,Received_BDH
sto domingo,bamboli,320,1,0,0,0,1,0,0,1,0,0,0,catholic,10,37,85,14,.62600172,.62600172,.39187816,.39187816,.24531639,.24531639,0,0,0,,always-losers,3,54,6,0,once a week,4,0
sto domingo,abraham calacazon,300,0,0,0,0,1,0,0,0,0,0,0,catholic,5,37.400002,103,15,1.0430015,1.0430015,1.0878522,1.0878522,1.1346315,1.1346315,1,0,,0,losers,4,32,3,0,once a month,1,0
sto domingo,abraham calacazon,400,0,1,0,1,0,0,1,1,0,0,0,catholic,9,39.400002,133,20,3.0250001,3.0250001,9.1506252,9.1506252,27.680643,27.680643,1,0,,0,losers,4,40,9,0,once a week,4,0
sto domingo,bamboli,600,0,0,0,0,0,0,0,0,0,0,0,catholic,10,39.799999,139,21,3.3650002,3.3650002,11.323227,11.323227,38.102661,38.102661,1,0,,0,losers,4,44,6,0,once a week,4,0
sto domingo,bamboli,200,0,0,0,1,1,0,0,1,0,0,0,catholic,5,37.400002,103,15,.80700147,.80700147,.65125138,.65125138,.5255608,.5255608,0,0,0,,always-losers,3,46,5,0,once a week,4,0
sto domingo,bamboli,250,0,0,0,0,0,0,0,0,0,0,1,catholic,6,37,85,14,.73700178,.73700178,.54317164,.54317164,.40031844,.40031844,1,0,,0,losers,2,49,7,0,once a month,1,0
sto domingo,bamboli,500,0,0,0,0,0,0,0,0,0,0,0,other,8,35.799999,117,11,-.4429985,0,.19624767,0,-.08693742,0,1,1,,1,always-winners,7,44,6,0,once a week,4,1
sto domingo,santo domingo,150,1,0,0,0,0,0,0,1,0,0,0,other,8,40.200001,116,22,3.6019998,3.6019998,12.974402,12.974402,46.733795,46.733795,0,0,0,,always-losers,2,56,4,0,once a week,4,0
sto domingo,rio verde,200,0,0,0,0,0,0,0,0,0,0,0,other,6,35.799999,117,11,-.56699908,0,.32148796,0,-.18228337,0,1,1,,1,always-winners,2,64,2,0,2 to 3 times a week,10,1
sto domingo,rio verde,500,0,0,0,0,0,0,0,0,0,0,0,catholic,8,36.200001,171,12,-.10099945,0,.01020089,0,-.0010302842,0,0,1,1,,winners,5,34,15,0,once a month,1,0
sto domingo,rio verde,400,0,0,0,0,0,0,1,0,0,1,0,catholic,5,36.599998,96,13,.083998106,.083998106,.0070556817,.0070556817,.00059266394,.00059266394,1,0,,0,losers,5,41,12,0,2 to 3 times a month,2.5,0
sto domingo,rio verde,100,0,0,0,0,0,0,0,0,0,0,0,non-catholic christian,7,39.799999,139,21,3.5959992,3.5959992,12.931211,12.931211,46.500622,46.500622,1,0,,0,losers,1,41,12,1,2 to 3 times a week,10,0
sto domingo,rio verde,200,0,1,0,0,0,0,0,1,0,0,0,catholic,5,36.200001,171,12,-.30600128,0,.093636781,0,-.028652973,0,1,1,,1,always-winners,4,41,6,0,once a week,4,1
sto domingo,rio verde,500,0,0,0,0,0,0,0,0,0,0,0,catholic,4,35.400002,120,10,-.81400073,0,.66259718,0,-.53935456,0,1,1,,1,always-winners,4,46,6,0,never,0,1
sto domingo,rio verde,150,0,0,0,0,0,0,0,0,0,0,0,catholic,5,39.400002,133,20,3.0129991,3.0129991,9.0781631,9.0781631,27.352497,27.352497,1,0,,0,losers,5,32,12,0,2 to 3 times a month,2.5,0
sto domingo,rio verde,800,0,0,0,0,0,0,0,0,0,0,0,non-catholic christian,6,33.799999,112,6,-2.6470008,0,7.0066133,0,-18.546511,0,1,1,,1,always-winners,8,60,3,1,2 to 3 times a week,10,1
sto domingo,rio verde,400,0,0,0,0,0,0,0,1,0,0,0,catholic,8,37.400002,103,15,.9610008,.9610008,.92352253,.92352253,.88750589,.88750589,1,0,,0,losers,6,40,3,0,once a week,4,0
sto domingo,rio verde,300,0,0,0,0,0,0,0,1,0,0,0,other,5,37.400002,103,15,.86699903,.86699903,.75168735,.75168735,.65171218,.65171218,0,0,0,,always-losers,2,58,6,0,2 to 3 times a week,10,0
sto domingo,rio verde,280,0,0,0,0,0,0,0,0,0,0,0,catholic,7,33.400002,113,5,-2.8970008,0,8.3926134,0,-24.313408,0,0,1,1,,winners,3,32,3,0,2 to 3 times a month,2.5,1
sto domingo,rio verde,150,1,0,0,0,0,0,0,1,0,0,0,other,10,34.200001,121,7,-2.0850005,0,4.3472271,0,-9.0639706,0,0,1,1,,winners,4,56,6,0,2 to 3 times a week,10,1
sto domingo,rio verde,400,0,0,0,0,0,0,0,1,0,0,0,catholic,5,37.799999,110,16,1.2170013,1.2170013,1.4810922,1.4810922,1.8024912,1.8024912,1,0,,0,losers,4,44,14,0,once a week,4,0
sto domingo,rio verde,160,0,0,0,0,0,0,0,0,0,0,0,catholic,6,33,102,4,-3.526998,0,12.439715,0,-43.874851,0,1,1,,1,always-winners,5,46,6,0,once a month,1,1
sto domingo,rio verde,400,0,1,0,0,1,0,0,0,0,0,0,catholic,10,34.200001,121,7,-2.1540008,0,4.6397195,0,-9.9939585,0,1,1,,1,always-winners,4,39,6,0,less than once a month,0,1
sto domingo,rio verde,300,0,0,0,0,0,0,0,0,0,0,0,catholic,7,36.599998,96,13,.1669983,.1669983,.02788843,.02788843,.0046573207,.0046573207,0,0,0,,always-losers,4,59,6,0,2 to 3 times a month,2.5,0
sto domingo,rio verde,350,0,0,0,0,0,0,0,1,0,0,0,other,8,39,110,19,2.4509988,2.4509988,6.0073953,6.0073953,14.724118,14.724118,1,0,,0,losers,5,45,6,0,2 to 3 times a week,10,0
sto domingo,rio verde,220,0,0,1,0,0,0,0,1,0,1,0,catholic,7,38.200001,139,17,1.8980011,1.8980011,3.6024082,3.6024082,6.8373742,6.8373742,0,0,0,,always-losers,4,36,9,0,once a week,4,0
sto domingo,rio verde,200,0,0,0,0,0,0,0,0,0,0,0,catholic,5,37.799999,110,16,1.5870003,1.5870003,2.5185697,2.5185697,3.9969709,3.9969709,1,0,,0,losers,3,31,9,0,once a month,1,0
sto domingo,rio verde,500,0,0,0,0,0,0,0,0,0,0,0,catholic,6,39.400002,133,20,2.8459992,2.8459992,8.0997114,8.0997114,23.051773,23.051773,1,0,,0,losers,4,40,2,0,every day,30,0
sto domingo,rio verde,300,0,0,0,0,0,0,0,1,0,0,0,catholic,10,40.200001,116,22,3.7170014,3.7170014,13.8161,13.8161,51.354462,51.354462,1,0,,0,losers,5,40,9,0,less than once a month,0,0
sto domingo,rio verde,180,0,0,0,0,1,0,0,0,0,0,0,catholic,6,35,146,9,-1.2539994,0,1.5725144,0,-1.9719321,0,0,1,1,,winners,2,31,12,0,2 to 3 times a month,2.5,1
sto domingo,rio verde,350,0,0,0,0,0,0,0,0,0,0,0,catholic,5,38.599998,126,18,2.3109994,2.3109994,5.3407183,5.3407183,12.342397,12.342397,1,0,,0,losers,4,52,6,0,2 to 3 times a month,2.5,0
sto domingo,rio verde,160,0,0,0,0,0,0,0,0,0,0,0,catholic,10,38.599998,126,18,2.0629983,2.0629983,4.2559619,4.2559619,8.7800426,8.7800426,1,0,,0,losers,3,62,3,0,once a week,4,0
sto domingo,rio verde,1000,0,0,0,0,0,0,0,0,0,0,0,catholic,8,39.400002,133,20,3.1070008,3.1070008,9.6534538,9.6534538,29.99329,29.99329,0,0,0,,always-losers,4,59,6,0,4 to 6 times a week,20,0
sto domingo,rio verde,230,0,0,0,0,0,0,1,1,0,0,0,non-catholic christian,4,35.400002,120,10,-1.0930001,0,1.1946491,0,-1.3057516,0,0,1,1,,winners,5,47,12,1,2 to 3 times a week,10,1
sto domingo,rio verde,400,0,0,0,0,0,0,0,1,0,0,0,catholic,8,36.599998,96,13,.2520012,.2520012,.063504606,.063504606,.016003236,.016003236,0,0,0,,always-losers,7,65,6,0,2 to 3 times a week,10,1
sto domingo,rio verde,300,0,0,0,0,1,0,0,1,0,0,0,catholic,5,34.599998,120,8,-1.8789994,0,3.5306385,0,-6.6340675,0,1,1,,1,always-winners,4,31,12,0,once a week,4,1
sto domingo,rio verde,50,0,0,0,0,0,0,0,0,0,0,0,catholic,8,39,110,19,2.6680017,2.6680017,7.1182327,7.1182327,18.991457,18.991457,0,0,0,,always-losers,2,63,6,0,2 to 3 times a week,10,0
sto domingo,rio verde,200,0,0,0,0,0,0,0,0,0,0,0,non-catholic christian,5,39.400002,133,20,2.9559999,2.9559999,8.7379351,8.7379351,25.829334,25.829334,0,0,0,,always-losers,4,42,9,1,4 to 6 times a week,20,0
sto domingo,rio verde,150,0,0,0,0,0,0,0,0,0,0,0,catholic,7,36.599998,96,13,.12200012,.12200012,.01488403,.01488403,.0018158534,.0018158534,0,0,0,,always-losers,4,32,9,0,2 to 3 times a month,2.5,0
sto domingo,rio verde,400,0,0,0,0,0,0,0,0,0,0,0,catholic,5,35,146,9,-1.2539994,0,1.5725144,0,-1.9719321,0,0,1,1,,winners,9,38,6,0,once a week,4,1
sto domingo,rio verde,400,0,0,0,0,1,0,1,1,0,0,0,catholic,8,39.799999,139,21,3.3900018,3.3900018,11.492112,11.492112,38.958279,38.958279,1,0,,0,losers,4,44,6,0,2 to 3 times a week,10,0
sto domingo,rio verde,150,0,0,0,0,0,0,1,0,0,0,0,other,6,40.200001,116,22,3.6610017,3.6610017,13.402933,13.402933,49.068161,49.068161,1,0,,0,losers,2,55,6,0,4 to 6 times a week,20,0
sto domingo,rio verde,200,1,1,0,0,1,0,0,1,0,0,0,catholic,9,40.599998,144,23,4.2370019,4.2370019,17.952185,17.952185,76.063438,76.063438,1,0,,0,losers,4,35,12,0,2 to 3 times a week,10,0
sto domingo,bamboli,340,0,0,0,0,0,0,0,0,0,0,0,catholic,8,34.200001,121,7,-2.2949996,0,5.2670231,0,-12.087816,0,0,1,1,,winners,3,57,2,0,less than once a month,0,1
sto domingo,rio verde,500,0,0,0,0,0,0,0,0,0,0,0,catholic,6,36.599998,96,13,.33700028,.33700028,.11356919,.11356919,.03827285,.03827285,1,0,,0,losers,6,31,9,0,once a week,4,0
sto domingo,abraham calacazon,400,0,0,0,0,0,0,0,0,0,0,0,other,5,33.799999,112,6,-2.6359992,0,6.9484916,0,-18.316219,0,0,1,1,,winners,7,38,8,0,2 to 3 times a week,10,1
sto domingo,abraham calacazon,200,0,0,0,0,0,0,0,0,0,0,0,catholic,7,34.599998,120,8,-1.9740006,0,3.8966782,0,-7.6920452,0,0,1,1,,winners,5,56,9,0,2 to 3 times a month,2.5,1
sto domingo,abraham calacazon,200,0,0,1,1,0,0,0,1,0,0,0,catholic,9,33.799999,112,6,-2.6040015,0,6.7808237,0,-17.657276,0,1,1,,1,always-winners,5,46,4,0,once a week,4,1
sto domingo,abraham calacazon,200,0,0,0,0,1,0,0,1,0,0,0,catholic,10,36.200001,171,12,-.21999893,0,.048399527,0,-.010647844,0,1,1,,1,always-winners,3,34,7,0,once a week,4,1
sto domingo,rio verde,298,1,1,0,1,1,0,0,1,0,0,0,catholic,10,37.400002,103,15,.88799894,.88799894,.78854209,.78854209,.70022458,.70022458,1,0,,0,losers,3,33,6,0,2 to 3 times a week,10,0
sto domingo,rio verde,500,0,0,0,0,1,0,0,0,0,0,0,non-catholic christian,7,38.599998,126,18,2.2849984,2.2849984,5.2212176,5.2212176,11.930474,11.930474,1,0,,0,losers,4,27,8,1,once a week,4,0
sto domingo,abraham calacazon,350,0,0,0,0,1,0,0,1,0,0,0,catholic,6,38.599998,126,18,2.158999,2.158999,4.6612763,4.6612763,10.063691,10.063691,1,0,,0,losers,7,42,6,0,2 to 3 times a month,2.5,0
sto domingo,abraham calacazon,600,0,0,0,0,0,0,0,0,0,0,0,catholic,8,39,110,19,2.5990014,2.5990014,6.7548084,6.7548084,17.555756,17.555756,0,0,0,,always-losers,5,36,12,0,only for special occasions,0,0
sto domingo,rio verde,180,0,0,0,0,1,0,0,1,0,0,1,catholic,10,40.599998,144,23,4.0310006,4.0310006,16.248966,16.248966,65.499588,65.499588,0,0,0,,always-losers,3,66,2,0,once a week,4,0
sto domingo,rio verde,200,1,1,0,0,0,0,1,0,0,0,0,catholic,5,34.599998,120,8,-1.844999,0,3.4040213,0,-6.2804155,0,1,1,,1,always-winners,3,29,12,0,only for special occasions,0,1
sto domingo,abraham calacazon,300,0,0,0,0,1,0,0,1,0,0,0,catholic,10,39.400002,133,20,2.9810014,2.9810014,8.8863688,8.8863688,26.490278,26.490278,1,0,,0,losers,4,35,6,0,4 to 6 times a week,20,0
sto domingo,abraham calacazon,200,0,0,0,1,1,0,0,1,0,0,0,catholic,7,40.599998,144,23,4.3879991,4.3879991,19.254536,19.254536,84.488884,84.488884,0,0,0,,always-losers,4,34,7,0,2 to 3 times a month,2.5,0
sto domingo,abraham calacazon,150,0,0,0,0,0,0,0,0,0,0,0,catholic,9,37.400002,103,15,.86200178,.86200178,.74304706,.74304706,.64050788,.64050788,1,0,,0,losers,4,45,5,0,once a week,4,0
sto domingo,abraham calacazon,200,0,0,0,1,0,0,0,1,0,0,0,catholic,5,40.200001,116,22,3.8679986,3.8679986,14.961413,14.961413,57.870724,57.870724,0,0,0,,always-losers,5,44,9,0,once a week,4,0
sto domingo,abraham calacazon,250,0,0,0,0,0,0,0,1,0,0,0,catholic,5,34.200001,121,7,-2.3960013,0,5.7408223,0,-13.755018,0,1,1,,1,always-winners,5,33,9,0,never,0,0
sto domingo,abraham calacazon,270,0,0,0,0,0,0,0,0,0,0,0,catholic,3,39,110,19,2.7120004,2.7120004,7.3549461,7.3549461,19.946617,19.946617,0,0,0,,always-losers,6,36,10,0,2 to 3 times a month,2.5,0
sto domingo,abraham calacazon,400,0,0,0,0,0,0,0,1,0,1,0,catholic,5,38.599998,126,18,2.3679986,2.3679986,5.6074176,5.6074176,13.278357,13.278357,0,0,0,,always-losers,5,41,12,0,never,0,0
sto domingo,rio verde,150,0,0,0,0,1,0,0,1,0,0,0,non-catholic christian,10,35.400002,120,10,-1.1880013,0,1.411347,0,-1.6766821,0,0,1,1,,winners,6,40,9,1,2 to 3 times a week,10,1
sto domingo,abraham calacazon,300,0,0,0,0,1,0,0,1,0,0,0,catholic,6,38.599998,126,18,2.2359986,2.2359986,4.9996901,4.9996901,11.179299,11.179299,0,0,0,,always-losers,5,40,5,0,only for special occasions,0,1
sto domingo,abraham calacazon,350,1,1,0,0,0,0,0,1,0,0,0,catholic,7,36.200001,171,12,-.26299819,0,.069168046,0,-.018191071,0,0,1,1,,winners,5,33,9,0,less than once a month,0,1
sto domingo,abraham calacazon,380,0,0,0,0,0,0,0,1,0,0,0,other,1,38.599998,126,18,2.0080018,2.0080018,4.0320711,4.0320711,8.096406,8.096406,0,0,0,,always-losers,6,45,9,0,once a week,4,0
sto domingo,abraham calacazon,170,0,0,0,0,0,0,0,1,0,0,0,catholic,7,40.599998,144,23,4.0110002,4.0110002,16.088121,16.088121,64.529457,64.529457,0,0,0,,always-losers,3,46,6,0,once a week,4,0
sto domingo,abraham calacazon,320,0,0,0,0,0,0,0,0,0,0,0,catholic,9,36.599998,96,13,.36699906,.36699906,.1346883,.1346883,.049430482,.049430482,0,0,0,,always-losers,5,26,12,0,once a week,4,0
sto domingo,abraham calacazon,230,0,0,0,0,0,0,0,0,0,0,0,catholic,10,33.400002,113,5,-2.8869987,0,8.3347616,0,-24.062445,0,1,1,,1,always-winners,5,50,6,0,once a week,4,1
sto domingo,abraham calacazon,300,1,1,0,1,0,1,0,1,0,0,0,catholic,8,37,85,14,.64200056,.64200056,.41216472,.41216472,.26460996,.26460996,1,0,,0,losers,4,43,9,0,2 to 3 times a month,2.5,0
sto domingo,rio verde,250,0,0,0,0,1,1,0,1,0,0,0,catholic,8,38.200001,139,17,1.7720016,1.7720016,3.1399899,3.1399899,5.5640669,5.5640669,1,0,,0,losers,4,50,5,0,once a week,4,0
sto domingo,rio verde,140,0,0,0,0,0,0,0,1,0,0,0,catholic,7,36.599998,96,13,.25499955,.25499955,.065024771,.065024771,.016581288,.016581288,0,0,0,,always-losers,4,33,8,0,never,0,0
sto domingo,abraham calacazon,800,0,0,0,0,0,0,0,1,0,0,0,catholic,8,36.599998,96,13,.027998352,.027998352,.00078390772,.00078390772,.000021948124,.000021948124,1,0,,0,losers,4,40,6,0,once a week,4,0
sto domingo,abraham calacazon,600,1,0,0,1,1,0,0,0,0,0,1,catholic,8,33,102,4,-3.2259994,0,10.407072,0,-33.573208,0,1,1,,1,always-winners,5,29,12,0,once a month,1,1
sto domingo,santo domingo,100,0,0,0,0,0,0,0,1,0,0,0,catholic,7,35,146,9,-1.2259995,0,1.5030748,0,-1.8427688,0,1,1,,1,always-winners,5,50,2,0,once a week,4,1
sto domingo,chiguilpe,300,0,0,0,0,1,0,1,1,0,1,0,catholic,8,32.200001,94,2,-4.1620002,0,17.322245,0,-72.095192,0,0,1,1,,winners,5,38,9,0,once a week,4,0
sto domingo,santo domingo,350,1,0,1,1,1,0,0,1,0,0,0,catholic,5,40.200001,116,22,3.8529992,3.8529992,14.845603,14.845603,57.200096,57.200096,0,0,0,,always-losers,4,35,8,0,once a week,4,0
sto domingo,rio verde,500,0,0,0,0,1,0,0,1,0,0,0,catholic,5,38.599998,126,18,2.3210015,2.3210015,5.3870482,5.3870482,12.503346,12.503346,0,0,0,,always-losers,6,35,6,0,2 to 3 times a month,2.5,0
sto domingo,santo domingo,250,0,0,0,0,0,0,0,0,0,0,0,catholic,6,38.200001,139,17,1.8720001,1.8720001,3.5043843,3.5043843,6.5602078,6.5602078,0,0,0,,always-losers,4,38,6,0,once a week,4,0
sto domingo,santo domingo,140,0,0,0,0,1,0,0,1,0,0,0,catholic,9,38.200001,139,17,1.8370003,1.8370003,3.3745699,3.3745699,6.1990857,6.1990857,0,0,0,,always-losers,3,44,6,0,once a week,4,0
quito,guamani,265,0,0,0,0,0,0,0,0,0,0,0,catholic,7,39.799999,139,21,3.591002,3.591002,12.895295,12.895295,46.30703,46.30703,0,0,0,,always-losers,4,35,16,0,once a month,1,1
quito,turubamba,323,1,0,1,1,1,0,1,1,0,1,0,catholic,9,35.400002,120,10,-.87000048,0,.75690085,0,-.65850407,0,0,1,1,,winners,7,45,12,0,2 to 3 times a month,2.5,1
quito,turubamba,140,0,0,0,0,0,0,0,0,0,0,0,catholic,7,36.200001,171,12,-.21500167,0,.046225719,0,-.009938607,0,1,1,,1,always-winners,4,33,6,0,once a week,4,1
quito,turubamba,480,0,0,0,0,0,0,0,1,0,0,0,catholic,8,38.599998,126,18,2.1470017,2.1470017,4.6096163,4.6096163,9.8968544,9.8968544,0,0,0,,always-losers,5,41,6,0,once a month,1,0
sto domingo,abraham calacazon,200,0,0,0,0,0,0,0,0,0,0,0,catholic,8,37.799999,110,16,1.5269989,1.5269989,2.3317256,2.3317256,3.5605423,3.5605423,1,0,,0,losers,3,42,9,0,only for special occasions,0,0
sto domingo,abraham calacazon,300,0,0,0,0,1,0,0,1,0,0,0,catholic,8,32.599998,81,3,-3.980001,0,15.840407,0,-63.044838,0,1,1,,1,always-winners,4,33,12,0,once a week,4,1
sto domingo,rio verde,350,0,0,0,0,1,0,0,1,0,0,0,catholic,4,33,102,4,-3.5480018,0,12.588317,0,-44.663368,0,1,1,,1,always-winners,5,28,6,0,once a week,4,1
sto domingo,rio verde,400,0,0,0,0,0,0,0,1,0,0,0,other,8,40.599998,144,23,4.1070008,4.1070008,16.867456,16.867456,69.274658,69.274658,1,0,,0,losers,5,31,6,0,4 to 6 times a week,20,0
quito,guamani,175,0,0,0,0,0,0,0,1,0,0,0,catholic,5,34.599998,120,8,-1.607,0,2.582449,0,-4.1499953,0,1,1,,1,always-winners,6,35,6,0,once a month,1,1
quito,guamani,945,0,0,0,0,0,0,0,0,0,0,0,catholic,8,33.799999,112,6,-2.5150008,0,6.3252292,0,-15.907956,0,0,1,1,,winners,4,44,6,0,once a week,4,1
quito,guamani,135,0,0,0,0,0,0,0,0,0,0,0,catholic,10,33.799999,112,6,-2.5230002,0,6.36553,0,-16.060234,0,0,1,1,,winners,4,54,1,0,once a week,4,0
quito,guamani,288,0,0,0,0,0,0,0,0,0,0,0,catholic,5,39,110,19,2.4909997,2.4909997,6.2050796,6.2050796,15.456851,15.456851,1,0,,0,losers,3,47,4,0,once a week,4,0
quito,turubamba,65,0,0,0,0,0,0,0,0,0,0,0,catholic,7,40.200001,116,22,3.8490014,3.8490014,14.814812,14.814812,57.022232,57.022232,0,0,0,,always-losers,4,36,12,0,once a week,4,0
quito,guamani,300,0,0,0,0,0,0,0,1,0,0,0,catholic,8,31.799999,47,1,-4.5620017,0,20.811859,0,-94.943741,0,1,1,,1,always-winners,5,41,7,0,2 to 3 times a month,2.5,1
guayaquil,ximena,600,0,0,0,0,0,0,0,0,0,0,1,catholic,6,33.400002,113,5,-3.1359992,0,9.8344908,0,-30.840956,0,0,1,1,,winners,22,58,8,0,only for special occasions,0,1
guayaquil,febres cordero,400,0,0,0,0,0,0,0,0,0,0,0,catholic,6,35,146,9,-1.4269997,0,2.0363281,0,-2.9058397,0,1,1,,1,always-winners,5,51,10,0,2 to 3 times a month,2.5,0
guayaquil,febres cordero,450,0,0,0,0,0,0,0,0,0,0,0,catholic,7,34.599998,120,8,-1.9260002,0,3.7094769,0,-7.1444535,0,1,1,,1,always-winners,3,40,9,0,2 to 3 times a month,2.5,1
guayaquil,tarqui,140,0,0,0,0,0,0,0,0,0,0,0,catholic,10,40.200001,116,22,3.8169999,3.8169999,14.569489,14.569489,55.611736,55.611736,1,0,,0,losers,3,48,6,0,less than once a month,0,0
guayaquil,febres cordero,150,0,0,0,0,0,0,0,0,0,0,0,non-catholic christian,5,38.200001,139,17,1.7810005,1.7810005,3.1719627,3.1719627,5.6492672,5.6492672,0,0,0,,always-losers,4,45,11,1,2 to 3 times a week,10,0
guayaquil,febres cordero,300,0,0,0,0,0,0,0,1,0,0,0,non-catholic christian,7,39,110,19,2.4519982,2.4519982,6.0122952,6.0122952,14.742138,14.742138,0,0,0,,always-losers,5,51,6,1,once a week,4,0
guayaquil,febres cordero,900,0,0,0,0,0,0,0,0,0,0,0,other,8,38.200001,139,17,1.7120003,1.7120003,2.9309449,2.9309449,5.0177784,5.0177784,0,0,0,,always-losers,6,40,8,0,once a week,4,0
guayaquil,febres cordero,500,0,0,0,0,1,0,0,0,0,0,0,non-catholic christian,10,38.599998,126,18,2.0510011,2.0510011,4.2066054,4.2066054,8.6277523,8.6277523,1,0,,0,losers,4,30,15,1,every day,30,0
guayaquil,chongon,300,0,0,0,0,1,0,0,1,0,0,0,catholic,6,36.599998,96,13,.22600022,.22600022,.051076099,.051076099,.01154321,.01154321,0,0,0,,always-losers,4,39,7,0,only for special occasions,0,0
guayaquil,chongon,210,0,0,0,0,0,0,0,1,0,0,0,catholic,6,37.400002,103,15,1.15,1.15,1.3225,1.3225,1.5208749,1.5208749,0,0,0,,always-losers,2,56,6,0,2 to 3 times a month,2.5,1
guayaquil,ximena,220,0,0,0,0,0,0,0,1,0,0,0,catholic,10,34.200001,121,7,-2.2399993,0,5.0175967,0,-11.239413,0,1,1,,1,always-winners,4,68,6,0,every day,30,1
guayaquil,ximena,280,0,0,0,0,1,0,0,0,0,0,0,other,10,35.400002,120,10,-1.0830017,0,1.1728928,0,-1.2702448,0,1,1,,1,always-winners,8,37,8,0,once a week,4,1
guayaquil,ximena,200,0,0,0,0,0,0,0,0,0,0,0,catholic,10,33.799999,112,6,-2.697,0,7.273809,0,-19.617464,0,1,1,,1,always-winners,3,57,2,0,2 to 3 times a week,10,1
guayaquil,ximena,400,0,0,0,0,0,0,0,0,0,0,0,catholic,5,34.200001,121,7,-2.1639991,0,4.6828918,0,-10.133774,0,0,1,1,,winners,4,60,6,0,only for special occasions,0,1
guayaquil,ximena,300,0,0,0,0,0,0,0,0,0,0,0,catholic,6,35,146,9,-1.4019982,0,1.9655988,0,-2.7557659,0,1,1,,1,always-winners,9,32,9,0,only for special occasions,0,1
guayaquil,ximena,540,0,0,0,0,0,0,0,1,0,0,0,catholic,6,35,146,9,-1.2759987,0,1.6281728,0,-2.0775464,0,0,1,1,,winners,7,50,11,0,once a week,4,0
guayaquil,ximena,300,0,0,0,0,1,0,0,1,0,0,0,catholic,4,36.200001,171,12,-.24199829,0,.058563169,0,-.014172187,0,1,1,,1,always-winners,3,35,12,0,once a month,1,1
guayaquil,ximena,400,0,0,0,0,1,0,0,0,0,0,0,catholic,10,31.799999,47,1,-4.5830016,0,21.003904,0,-96.260925,0,0,1,1,,winners,8,66,6,0,once a week,4,1
guayaquil,ximena,350,0,0,0,0,0,0,0,0,0,0,0,catholic,8,33,102,4,-3.5150008,0,12.35523,0,-43.428646,0,1,1,,1,always-winners,3,41,12,0,2 to 3 times a week,10,1
guayaquil,ximena,295,0,0,0,0,0,0,0,0,0,0,0,other,7,32.200001,94,2,-4.0770011,0,16.621939,0,-67.767662,0,0,1,1,,winners,5,43,12,0,only for special occasions,0,1
guayaquil,ximena,200,0,0,0,0,0,0,0,0,0,0,0,non-catholic christian,10,36.200001,171,12,-.10500107,0,.011025225,0,-.0011576604,0,0,1,1,,winners,2,56,6,1,2 to 3 times a month,2.5,0
guayaquil,ximena,200,0,0,0,0,1,0,0,0,0,0,0,catholic,8,32.599998,81,3,-3.7990012,0,14.43241,0,-54.828743,0,1,1,,1,always-winners,3,41,10,0,2 to 3 times a month,2.5,1
guayaquil,ximena,340,0,0,0,0,0,0,0,0,0,0,0,other,8,35.799999,117,11,-.6960007,0,.48441696,0,-.33715454,0,1,1,,1,always-winners,5,58,6,0,2 to 3 times a week,10,1
guayaquil,ximena,160,0,0,0,0,0,0,0,0,0,0,0,non-catholic christian,8,36.200001,171,12,-.1569992,0,.024648748,0,-.0038698339,0,1,1,,1,always-winners,2,33,13,1,4 to 6 times a week,20,1
guayaquil,ximena,450,0,0,0,0,0,0,0,0,0,0,0,catholic,9,35,146,9,-1.4870011,0,2.2111721,0,-3.2880154,0,0,1,1,,winners,4,42,6,0,once a week,4,1
guayaquil,chongon,300,0,0,0,0,0,0,0,0,0,0,0,atheist/none,0,37.799999,110,16,1.3819984,1.3819984,1.9099196,1.9099196,2.6395059,2.6395059,0,0,0,,always-losers,3,50,9,0,never,0,0
guayaquil,ximena,300,0,0,0,0,1,0,1,0,0,0,0,other,7,35,146,9,-1.2090012,0,1.4616839,0,-1.7671775,0,1,1,,1,always-winners,5,56,6,0,once a week,4,0
guayaquil,ximena,200,0,0,0,0,0,0,0,0,0,0,0,non-catholic christian,6,35.799999,117,11,-.63300097,0,.40069023,0,-.25363731,0,1,1,,1,always-winners,2,60,6,1,4 to 6 times a week,20,1
guayaquil,tarqui,120,0,0,0,0,0,0,0,1,0,0,0,catholic,5,38.599998,126,18,2.164,2.164,4.6828961,4.6828961,10.133787,10.133787,0,0,0,,always-losers,3,33,6,0,once a week,4,0
guayaquil,tarqui,150,0,0,0,0,0,0,0,0,0,0,0,catholic,10,37.400002,103,15,.93799818,.93799818,.87984055,.87984055,.82528883,.82528883,0,0,0,,always-losers,2,66,6,0,less than once a month,0,1
guayaquil,tarqui,50,0,0,0,0,0,0,0,0,0,0,0,catholic,3,37.799999,110,16,1.3430008,1.3430008,1.8036511,1.8036511,2.4223049,2.4223049,0,0,0,,always-losers,5,29,7,0,only for special occasions,0,0
guayaquil,febres cordero,100,0,0,0,0,1,0,0,0,0,0,0,catholic,8,39.400002,133,20,3.0520005,3.0520005,9.3147068,9.3147068,28.428492,28.428492,1,0,,0,losers,2,55,8,0,less than once a month,0,0
